area,item,year,value_tonnes
Slovenia,"Cheese from milk of buffalo, fresh or processed",2017,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2018,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2019,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2020,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2021,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2022,0.0
Slovenia,"Cheese from milk of buffalo, fresh or processed",2023,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2011,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2013,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2015,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2016,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2017,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2018,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2019,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2020,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2021,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2022,0.0
Slovenia,"Cheese from milk of goats, fresh or processed",2023,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2011,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2013,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2015,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2016,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2017,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2018,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2019,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2020,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2021,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2022,0.0
Slovenia,"Cheese from milk of sheep, fresh or processed",2023,0.0
Slovenia,Cheese from whole cow milk,1992,12436.0
Slovenia,Cheese from whole cow milk,1993,13962.0
Slovenia,Cheese from whole cow milk,1994,15263.0
Slovenia,Cheese from whole cow milk,1995,15839.0
Slovenia,Cheese from whole cow milk,1996,16910.0
Slovenia,Cheese from whole cow milk,1997,18577.0
Slovenia,Cheese from whole cow milk,1998,20368.0
Slovenia,Cheese from whole cow milk,1999,21013.0
Slovenia,Cheese from whole cow milk,2000,22090.0
Slovenia,Cheese from whole cow milk,2001,22366.0
Slovenia,Cheese from whole cow milk,2002,23297.0
Slovenia,Cheese from whole cow milk,2003,24618.0
Slovenia,Cheese from whole cow milk,2004,23800.0
Slovenia,Cheese from whole cow milk,2005,22000.0
Slovenia,Cheese from whole cow milk,2006,20400.0
Slovenia,Cheese from whole cow milk,2007,18748.0
Slovenia,Cheese from whole cow milk,2008,19537.0
Slovenia,Cheese from whole cow milk,2009,18455.0
Slovenia,Cheese from whole cow milk,2010,18340.0
Slovenia,Cheese from whole cow milk,2011,18330.0
Slovenia,Cheese from whole cow milk,2012,17610.0
Slovenia,Cheese from whole cow milk,2013,15980.0
Slovenia,Cheese from whole cow milk,2014,16640.0
Slovenia,Cheese from whole cow milk,2015,15160.0
Slovenia,Cheese from whole cow milk,2016,15220.0
Slovenia,Cheese from whole cow milk,2017,16590.0
Slovenia,Cheese from whole cow milk,2018,16230.0
Slovenia,Cheese from whole cow milk,2019,15800.0
Slovenia,Cheese from whole cow milk,2020,15560.0
Slovenia,Cheese from whole cow milk,2021,15480.0
Slovenia,Cheese from whole cow milk,2022,15830.0
Slovenia,Cheese from whole cow milk,2023,15460.0
Spain,"Cheese from milk of buffalo, fresh or processed",2010,116800.0
Spain,"Cheese from milk of buffalo, fresh or processed",2011,113800.0
Spain,"Cheese from milk of buffalo, fresh or processed",2012,117360.0
Spain,"Cheese from milk of buffalo, fresh or processed",2013,116200.0
Spain,"Cheese from milk of buffalo, fresh or processed",2014,123220.0
Spain,"Cheese from milk of buffalo, fresh or processed",2015,170090.0
Spain,"Cheese from milk of buffalo, fresh or processed",2016,141140.0
Spain,"Cheese from milk of buffalo, fresh or processed",2017,153480.0
Spain,"Cheese from milk of buffalo, fresh or processed",2018,162020.0
Spain,"Cheese from milk of buffalo, fresh or processed",2019,134770.0
Spain,"Cheese from milk of buffalo, fresh or processed",2020,144810.0
Spain,"Cheese from milk of buffalo, fresh or processed",2021,188830.0
Spain,"Cheese from milk of buffalo, fresh or processed",2022,147770.0
Spain,"Cheese from milk of buffalo, fresh or processed",2023,148960.0
Spain,"Cheese from milk of goats, fresh or processed",1961,2976.0
Spain,"Cheese from milk of goats, fresh or processed",1962,3380.0
Spain,"Cheese from milk of goats, fresh or processed",1963,2940.0
Spain,"Cheese from milk of goats, fresh or processed",1964,2930.0
Spain,"Cheese from milk of goats, fresh or processed",1965,7185.0
Spain,"Cheese from milk of goats, fresh or processed",1966,10112.0
Spain,"Cheese from milk of goats, fresh or processed",1967,9164.0
Spain,"Cheese from milk of goats, fresh or processed",1968,9877.0
Spain,"Cheese from milk of goats, fresh or processed",1969,5559.0
Spain,"Cheese from milk of goats, fresh or processed",1970,5214.0
Spain,"Cheese from milk of goats, fresh or processed",1971,5347.0
Spain,"Cheese from milk of goats, fresh or processed",1972,6095.0
Spain,"Cheese from milk of goats, fresh or processed",1973,9100.0
Spain,"Cheese from milk of goats, fresh or processed",1974,9217.0
Spain,"Cheese from milk of goats, fresh or processed",1975,9984.0
Spain,"Cheese from milk of goats, fresh or processed",1976,11121.0
Spain,"Cheese from milk of goats, fresh or processed",1977,13370.0
Spain,"Cheese from milk of goats, fresh or processed",1978,13236.0
Spain,"Cheese from milk of goats, fresh or processed",1979,16022.0
Spain,"Cheese from milk of goats, fresh or processed",1980,22924.0
Spain,"Cheese from milk of goats, fresh or processed",1981,19087.0
Spain,"Cheese from milk of goats, fresh or processed",1982,22484.0
Spain,"Cheese from milk of goats, fresh or processed",1983,20422.0
Spain,"Cheese from milk of goats, fresh or processed",1984,20761.0
Spain,"Cheese from milk of goats, fresh or processed",1985,18037.0
Spain,"Cheese from milk of goats, fresh or processed",1986,22053.0
Spain,"Cheese from milk of goats, fresh or processed",1987,24017.0
Spain,"Cheese from milk of goats, fresh or processed",1988,27517.0
Spain,"Cheese from milk of goats, fresh or processed",1989,27886.0
Spain,"Cheese from milk of goats, fresh or processed",1990,28061.0
Spain,"Cheese from milk of goats, fresh or processed",1991,26450.0
Spain,"Cheese from milk of goats, fresh or processed",1992,27000.0
Spain,"Cheese from milk of goats, fresh or processed",1993,30000.0
Spain,"Cheese from milk of goats, fresh or processed",1994,29000.0
Spain,"Cheese from milk of goats, fresh or processed",1995,24000.0
Spain,"Cheese from milk of goats, fresh or processed",1996,28000.0
Spain,"Cheese from milk of goats, fresh or processed",1997,29000.0
Spain,"Cheese from milk of goats, fresh or processed",1998,31000.0
Spain,"Cheese from milk of goats, fresh or processed",1999,33000.0
Spain,"Cheese from milk of goats, fresh or processed",2000,35600.0
Spain,"Cheese from milk of goats, fresh or processed",2001,40000.0
Spain,"Cheese from milk of goats, fresh or processed",2002,41800.0
Spain,"Cheese from milk of goats, fresh or processed",2003,40100.0
Spain,"Cheese from milk of goats, fresh or processed",2004,39500.0
Spain,"Cheese from milk of goats, fresh or processed",2005,38800.0
Spain,"Cheese from milk of goats, fresh or processed",2006,40400.0
Spain,"Cheese from milk of goats, fresh or processed",2007,40200.0
Spain,"Cheese from milk of goats, fresh or processed",2008,40800.0
Spain,"Cheese from milk of goats, fresh or processed",2009,37900.0
Spain,"Cheese from milk of goats, fresh or processed",2010,16200.0
Spain,"Cheese from milk of goats, fresh or processed",2011,16500.0
Spain,"Cheese from milk of goats, fresh or processed",2012,21090.0
Spain,"Cheese from milk of goats, fresh or processed",2013,22800.0
Spain,"Cheese from milk of goats, fresh or processed",2014,34300.0
Spain,"Cheese from milk of goats, fresh or processed",2015,46890.0
Spain,"Cheese from milk of goats, fresh or processed",2016,47110.0
Spain,"Cheese from milk of goats, fresh or processed",2017,52000.0
Spain,"Cheese from milk of goats, fresh or processed",2018,64230.0
Spain,"Cheese from milk of goats, fresh or processed",2019,51680.0
Spain,"Cheese from milk of goats, fresh or processed",2020,63130.0
Spain,"Cheese from milk of goats, fresh or processed",2021,63620.0
Spain,"Cheese from milk of goats, fresh or processed",2022,52300.0
Spain,"Cheese from milk of goats, fresh or processed",2023,52510.0
Spain,"Cheese from milk of sheep, fresh or processed",1961,26000.0
Spain,"Cheese from milk of sheep, fresh or processed",1962,25517.0
Spain,"Cheese from milk of sheep, fresh or processed",1963,27780.0
Spain,"Cheese from milk of sheep, fresh or processed",1964,24180.0
Spain,"Cheese from milk of sheep, fresh or processed",1965,25691.0
Spain,"Cheese from milk of sheep, fresh or processed",1966,33473.0
Spain,"Cheese from milk of sheep, fresh or processed",1967,33634.0
Spain,"Cheese from milk of sheep, fresh or processed",1968,32711.0
Spain,"Cheese from milk of sheep, fresh or processed",1969,34308.0
Spain,"Cheese from milk of sheep, fresh or processed",1970,35248.0
Spain,"Cheese from milk of sheep, fresh or processed",1971,32994.0
Spain,"Cheese from milk of sheep, fresh or processed",1972,36920.0
Spain,"Cheese from milk of sheep, fresh or processed",1973,30500.0
Spain,"Cheese from milk of sheep, fresh or processed",1974,36765.0
Spain,"Cheese from milk of sheep, fresh or processed",1975,40891.0
Spain,"Cheese from milk of sheep, fresh or processed",1976,38505.0
Spain,"Cheese from milk of sheep, fresh or processed",1977,34949.0
Spain,"Cheese from milk of sheep, fresh or processed",1978,46143.0
Spain,"Cheese from milk of sheep, fresh or processed",1979,45055.0
Spain,"Cheese from milk of sheep, fresh or processed",1980,36493.0
Spain,"Cheese from milk of sheep, fresh or processed",1981,44673.0
Spain,"Cheese from milk of sheep, fresh or processed",1982,32341.0
Spain,"Cheese from milk of sheep, fresh or processed",1983,38614.0
Spain,"Cheese from milk of sheep, fresh or processed",1984,40116.0
Spain,"Cheese from milk of sheep, fresh or processed",1985,42811.0
Spain,"Cheese from milk of sheep, fresh or processed",1986,42133.0
Spain,"Cheese from milk of sheep, fresh or processed",1987,39662.0
Spain,"Cheese from milk of sheep, fresh or processed",1988,41259.0
Spain,"Cheese from milk of sheep, fresh or processed",1989,42428.0
Spain,"Cheese from milk of sheep, fresh or processed",1990,42104.0
Spain,"Cheese from milk of sheep, fresh or processed",1991,37780.0
Spain,"Cheese from milk of sheep, fresh or processed",1992,37700.0
Spain,"Cheese from milk of sheep, fresh or processed",1993,41000.0
Spain,"Cheese from milk of sheep, fresh or processed",1994,36500.0
Spain,"Cheese from milk of sheep, fresh or processed",1995,28000.0
Spain,"Cheese from milk of sheep, fresh or processed",1996,36400.0
Spain,"Cheese from milk of sheep, fresh or processed",1997,39100.0
Spain,"Cheese from milk of sheep, fresh or processed",1998,40900.0
Spain,"Cheese from milk of sheep, fresh or processed",1999,41900.0
Spain,"Cheese from milk of sheep, fresh or processed",2000,47000.0
Spain,"Cheese from milk of sheep, fresh or processed",2001,47300.0
Spain,"Cheese from milk of sheep, fresh or processed",2002,48700.0
Spain,"Cheese from milk of sheep, fresh or processed",2003,49300.0
Spain,"Cheese from milk of sheep, fresh or processed",2004,49100.0
Spain,"Cheese from milk of sheep, fresh or processed",2005,48900.0
Spain,"Cheese from milk of sheep, fresh or processed",2006,50900.0
Spain,"Cheese from milk of sheep, fresh or processed",2007,49700.0
Spain,"Cheese from milk of sheep, fresh or processed",2008,51000.0
Spain,"Cheese from milk of sheep, fresh or processed",2009,54000.0
Spain,"Cheese from milk of sheep, fresh or processed",2010,44800.0
Spain,"Cheese from milk of sheep, fresh or processed",2011,43200.0
Spain,"Cheese from milk of sheep, fresh or processed",2012,65180.0
Spain,"Cheese from milk of sheep, fresh or processed",2013,51100.0
Spain,"Cheese from milk of sheep, fresh or processed",2014,69140.0
Spain,"Cheese from milk of sheep, fresh or processed",2015,74160.0
Spain,"Cheese from milk of sheep, fresh or processed",2016,67070.0
Spain,"Cheese from milk of sheep, fresh or processed",2017,75130.0
Spain,"Cheese from milk of sheep, fresh or processed",2018,69600.0
Spain,"Cheese from milk of sheep, fresh or processed",2019,69900.0
Spain,"Cheese from milk of sheep, fresh or processed",2020,70300.0
Spain,"Cheese from milk of sheep, fresh or processed",2021,72160.0
Spain,"Cheese from milk of sheep, fresh or processed",2022,74950.0
Spain,"Cheese from milk of sheep, fresh or processed",2023,75240.0
Spain,Cheese from skimmed cow milk,1961,0.0
Spain,Cheese from skimmed cow milk,1962,0.0
Spain,Cheese from skimmed cow milk,1963,0.0
Spain,Cheese from skimmed cow milk,1964,0.0
Spain,Cheese from skimmed cow milk,1965,0.0
Spain,Cheese from skimmed cow milk,1966,0.0
Spain,Cheese from skimmed cow milk,1967,0.0
Spain,Cheese from skimmed cow milk,1968,0.0
Spain,Cheese from skimmed cow milk,1969,0.0
Spain,Cheese from skimmed cow milk,1970,0.0
Spain,Cheese from skimmed cow milk,1971,0.0
Spain,Cheese from skimmed cow milk,1972,0.0
Spain,Cheese from skimmed cow milk,1973,0.0
Spain,Cheese from skimmed cow milk,1974,0.0
Spain,Cheese from skimmed cow milk,1975,0.0
Spain,Cheese from skimmed cow milk,1976,0.0
Spain,Cheese from skimmed cow milk,1977,0.0
Spain,Cheese from skimmed cow milk,1978,0.0
Spain,Cheese from skimmed cow milk,1979,0.0
Spain,Cheese from skimmed cow milk,1980,0.0
Spain,Cheese from skimmed cow milk,1981,0.0
Spain,Cheese from skimmed cow milk,1982,0.0
Spain,Cheese from skimmed cow milk,1983,0.0
Spain,Cheese from skimmed cow milk,1984,0.0
Spain,Cheese from skimmed cow milk,1985,0.0
Spain,Cheese from skimmed cow milk,1986,0.0
Spain,Cheese from skimmed cow milk,1987,0.0
Spain,Cheese from skimmed cow milk,1988,0.0
Spain,Cheese from skimmed cow milk,1989,0.0
Spain,Cheese from skimmed cow milk,1990,0.0
Spain,Cheese from skimmed cow milk,1991,0.0
Spain,Cheese from skimmed cow milk,1992,0.0
Spain,Cheese from skimmed cow milk,1993,0.0
Spain,Cheese from skimmed cow milk,1994,0.0
Spain,Cheese from skimmed cow milk,1995,0.0
Spain,Cheese from skimmed cow milk,1996,0.0
Spain,Cheese from skimmed cow milk,1997,0.0
Spain,Cheese from skimmed cow milk,1998,0.0
Spain,Cheese from skimmed cow milk,1999,0.0
Spain,Cheese from skimmed cow milk,2000,0.0
Spain,Cheese from skimmed cow milk,2001,0.0
Spain,Cheese from skimmed cow milk,2002,400.0
Spain,Cheese from skimmed cow milk,2003,0.0
Spain,Cheese from skimmed cow milk,2004,0.0
Spain,Cheese from skimmed cow milk,2005,0.0
Spain,Cheese from skimmed cow milk,2006,0.0
Spain,Cheese from skimmed cow milk,2007,0.0
Spain,Cheese from skimmed cow milk,2008,0.0
Spain,Cheese from skimmed cow milk,2009,0.0
Spain,Cheese from skimmed cow milk,2010,0.0
Spain,Cheese from skimmed cow milk,2011,800.0
Spain,Cheese from skimmed cow milk,2012,600.0
Spain,Cheese from skimmed cow milk,2013,600.0
Spain,Cheese from skimmed cow milk,2014,668.44
Spain,Cheese from skimmed cow milk,2015,1121.71
Spain,Cheese from skimmed cow milk,2016,1062.61
Spain,Cheese from skimmed cow milk,2017,1222.08
Spain,Cheese from skimmed cow milk,2018,1096.08
Spain,Cheese from skimmed cow milk,2019,1200.0
Spain,Cheese from skimmed cow milk,2020,1300.0
Spain,Cheese from skimmed cow milk,2021,1295.64
Spain,Cheese from skimmed cow milk,2022,1477.91
Spain,Cheese from skimmed cow milk,2023,1544.59
Spain,Cheese from whole cow milk,1961,22809.0
Spain,Cheese from whole cow milk,1962,18300.0
Spain,Cheese from whole cow milk,1963,22785.0
Spain,Cheese from whole cow milk,1964,20000.0
Spain,Cheese from whole cow milk,1965,29235.0
Spain,Cheese from whole cow milk,1966,38071.0
Spain,Cheese from whole cow milk,1967,49594.0
